name;200;left;,path;200;left;ro,created;80;right;,tag;100;left;ro,comment;260;left;,a;100;left;,b;20;left;
LocationNotifications,C:\Windows\System32\LocationNotifications.exe,2016-03-05,[NEW],,,
locationnotificationsview,C:\Windows\System32\locationnotificationsview.xml,2016-03-05,[NEW],,,
Locator,C:\Windows\System32\Locator.exe,2016-03-05,[NEW],,,
lodctr,C:\Windows\System32\lodctr.exe,2016-03-05,[NEW],,,
logagent,C:\Windows\System32\logagent.exe,2016-03-05,[NEW],,,
LogFiles,C:\Windows\System32\LogFiles,2016-03-05,[NEW],,,
logman,C:\Windows\System32\logman.exe,2016-03-05,[NEW],,,
logoff,C:\Windows\System32\logoff.exe,2016-03-05,[NEW],,,
LogonUI,C:\Windows\System32\LogonUI.exe,2016-03-05,[NEW],,,
lpksetup,C:\Windows\System32\lpksetup.exe,2016-03-05,[NEW],,,
lpremove,C:\Windows\System32\lpremove.exe,2016-03-05,[NEW],,,
lsass,C:\Windows\System32\lsass.exe,2016-03-05,[NEW],,,
lsm,C:\Windows\System32\lsm.exe,2016-03-05,[NEW],,,
lt-LT,C:\Windows\System32\lt-LT,2016-03-05,[NEW],,,
lusrmgr,C:\Windows\System32\lusrmgr.msc,2016-03-05,[NEW],,,
lv-LV,C:\Windows\System32\lv-LV,2016-03-05,[NEW],,,
l_intl,C:\Windows\System32\l_intl.nls,2016-03-05,[NEW],,,
Macromed,C:\Windows\System32\Macromed,2016-03-05,[NEW],,,
Magnify,C:\Windows\System32\Magnify.exe,2016-03-05,[NEW],,,
main,C:\Windows\System32\main.cpl,2016-03-05,[NEW],,,
makecab,C:\Windows\System32\makecab.exe,2016-03-05,[NEW],,,
manage-bde,C:\Windows\System32\manage-bde.exe,2016-03-05,[NEW],,,
manage-bde,C:\Windows\System32\manage-bde.wsf,2016-03-05,[NEW],,,
manifeststore,C:\Windows\System32\manifeststore,2016-03-05,[NEW],,,
mapisvc,C:\Windows\System32\mapisvc.inf,2016-03-05,[NEW],,,
mblctr,C:\Windows\System32\mblctr.exe,2016-03-05,[NEW],,,
mcbuilder,C:\Windows\System32\mcbuilder.exe,2016-03-05,[NEW],,,
mciavi,C:\Windows\System32\mciavi.drv,2016-03-05,[NEW],,,
mciseq,C:\Windows\System32\mciseq.drv,2016-03-05,[NEW],,,
mciwave,C:\Windows\System32\mciwave.drv,2016-03-05,[NEW],,,
mctadmin,C:\Windows\System32\mctadmin.exe,2016-03-05,[NEW],,,
MdRes,C:\Windows\System32\MdRes.exe,2016-03-05,[NEW],,,
MdSched,C:\Windows\System32\MdSched.exe,2016-03-05,[NEW],,,
mem,C:\Windows\System32\mem.exe,2016-03-05,[NEW],,,
mfpmp,C:\Windows\System32\mfpmp.exe,2016-03-05,[NEW],,,
MFWMAAEC,C:\Windows\System32\MFWMAAEC.DLL,2016-03-05,[NEW],,,
Microdone,C:\Windows\System32\Microdone,2016-03-05,[NEW],,,
Microsoft,C:\Windows\System32\Microsoft,2016-03-05,[NEW],,,
MigAutoPlay,C:\Windows\System32\MigAutoPlay.exe,2016-03-05,[NEW],,,
migration,C:\Windows\System32\migration,2016-03-05,[NEW],,,
migwiz,C:\Windows\System32\migwiz,2016-03-05,[NEW],,,
migwiz,C:\Windows\System32\migwiz.lnk,2016-03-05,[NEW],,,
mlang,C:\Windows\System32\mlang.dat,2016-03-05,[NEW],,,
mmc,C:\Windows\System32\mmc.exe,2016-03-05,[NEW],,,
mmsys,C:\Windows\System32\mmsys.cpl,2016-03-05,[NEW],,,
MMSYSTEM,C:\Windows\System32\MMSYSTEM.DLL,2016-03-05,[NEW],,,
mmtask,C:\Windows\System32\mmtask.tsk,2016-03-05,[NEW],,,
mobsync,C:\Windows\System32\mobsync.exe,2016-03-05,[NEW],,,
mode,C:\Windows\System32\mode.com,2016-03-05,[NEW],,,
more,C:\Windows\System32\more.com,2016-03-05,[NEW],,,
mountvol,C:\Windows\System32\mountvol.exe,2016-03-05,[NEW],,,
mouse,C:\Windows\System32\mouse.drv,2016-03-05,[NEW],,,
MP3DMOD,C:\Windows\System32\MP3DMOD.DLL,2016-03-05,[NEW],,,
MP43DECD,C:\Windows\System32\MP43DECD.DLL,2016-03-05,[NEW],,,
MP4SDECD,C:\Windows\System32\MP4SDECD.DLL,2016-03-05,[NEW],,,
Mpeg2Data,C:\Windows\System32\Mpeg2Data.ax,2016-03-05,[NEW],,,
mpg2splt,C:\Windows\System32\mpg2splt.ax,2016-03-05,[NEW],,,
MPG4DECD,C:\Windows\System32\MPG4DECD.DLL,2016-03-05,[NEW],,,
mpnotify,C:\Windows\System32\mpnotify.exe,2016-03-05,[NEW],,,
MpSigStub,C:\Windows\System32\MpSigStub.exe,2016-03-05,[NEW],,,
MRINFO,C:\Windows\System32\MRINFO.EXE,2016-03-05,[NEW],,,
MRT,C:\Windows\System32\MRT.exe,2016-03-05,[NEW],,,
MSAC3ENC,C:\Windows\System32\MSAC3ENC.DLL,2016-03-05,[NEW],,,
msacm32,C:\Windows\System32\msacm32.drv,2016-03-05,[NEW],,,
msadp32,C:\Windows\System32\msadp32.acm,2016-03-05,[NEW],,,
mscdexnt,C:\Windows\System32\mscdexnt.exe,2016-03-05,[NEW],,,
MSCOMCTL,C:\Windows\System32\MSCOMCTL.OCX,2016-03-05,[NEW],,,
msconfig,C:\Windows\System32\msconfig.exe,2016-03-05,[NEW],,,
mscpx32r,C:\Windows\System32\mscpx32r.dLL,2016-03-05,[NEW],,,
mscpxl32,C:\Windows\System32\mscpxl32.dLL,2016-03-05,[NEW],,,
msctfime,C:\Windows\System32\msctfime.ime,2016-03-05,[NEW],,,
msdatsrc,C:\Windows\System32\msdatsrc.tlb,2016-03-05,[NEW],,,
msdt,C:\Windows\System32\msdt.exe,2016-03-05,[NEW],,,
Msdtc,C:\Windows\System32\Msdtc,2016-03-05,[NEW],,,
msdtc,C:\Windows\System32\msdtc.exe,2016-03-05,[NEW],,,
MSDvbNP,C:\Windows\System32\MSDvbNP.ax,2016-03-05,[NEW],,,
msdxm,C:\Windows\System32\msdxm.ocx,2016-03-05,[NEW],,,
msdxm,C:\Windows\System32\msdxm.tlb,2016-03-05,[NEW],,,
msfeedssync,C:\Windows\System32\msfeedssync.exe,2016-03-05,[NEW],,,
msg,C:\Windows\System32\msg.exe,2016-03-05,[NEW],,,
msg711,C:\Windows\System32\msg711.acm,2016-03-05,[NEW],,,
msgsm32,C:\Windows\System32\msgsm32.acm,2016-03-05,[NEW],,,
mshta,C:\Windows\System32\mshta.exe,2016-03-05,[NEW],,,
mshtml,C:\Windows\System32\mshtml.tlb,2016-03-05,[NEW],,,
msiexec,C:\Windows\System32\msiexec.exe,2016-03-05,[NEW],,,
msinfo32,C:\Windows\System32\msinfo32.exe,2016-03-05,[NEW],,,
MSMPEG2ENC,C:\Windows\System32\MSMPEG2ENC.DLL,2016-03-05,[NEW],,,
MSNP,C:\Windows\System32\MSNP.ax,2016-03-05,[NEW],,,
mspaint,C:\Windows\System32\mspaint.exe,2016-03-05,[NEW],,,
msra,C:\Windows\System32\msra.exe,2016-03-05,[NEW],,,
MsraLegacy,C:\Windows\System32\MsraLegacy.tlb,2016-03-05,[NEW],,,
msscript,C:\Windows\System32\msscript.ocx,2016-03-05,[NEW],,,
MsSpellCheckingFacility,C:\Windows\System32\MsSpellCheckingFacility.exe,2016-03-05,[NEW],,,
mstsc,C:\Windows\System32\mstsc.exe,2016-03-05,[NEW],,,
mtstocom,C:\Windows\System32\mtstocom.exe,2016-03-05,[NEW],,,
MUI,C:\Windows\System32\MUI,2016-03-05,[NEW],,,
MuiUnattend,C:\Windows\System32\MuiUnattend.exe,2016-03-05,[NEW],,,
MultiDigiMon,C:\Windows\System32\MultiDigiMon.exe,2016-03-05,[NEW],,,
Mystify,C:\Windows\System32\Mystify.scr,2016-03-05,[NEW],,,
NAPCLCFG,C:\Windows\System32\NAPCLCFG.MSC,2016-03-05,[NEW],,,
NAPCRYPT,C:\Windows\System32\NAPCRYPT.DLL,2016-03-05,[NEW],,,
NAPHLPR,C:\Windows\System32\NAPHLPR.DLL,2016-03-05,[NEW],,,
NAPMONTR,C:\Windows\System32\NAPMONTR.DLL,2016-03-05,[NEW],,,
NAPSTAT,C:\Windows\System32\NAPSTAT.EXE,2016-03-05,[NEW],,,
Narrator,C:\Windows\System32\Narrator.exe,2016-03-05,[NEW],,,
nb-NO,C:\Windows\System32\nb-NO,2016-03-05,[NEW],,,
NBCBAudioPass,C:\Windows\System32\NBCBAudioPass.DLL,2016-03-05,[NEW],,,
NBCBAudioPass,C:\Windows\System32\NBCBAudioPass.sig,2016-03-05,[NEW],,,
nbcbEdit,C:\Windows\System32\nbcbEdit,2016-03-05,[NEW],,,
nbtstat,C:\Windows\System32\nbtstat.exe,2016-03-05,[NEW],,,
ncpa,C:\Windows\System32\ncpa.cpl,2016-03-05,[NEW],,,
ndadmin,C:\Windows\System32\ndadmin.exe,2016-03-05,[NEW],,,
NDF,C:\Windows\System32\NDF,2016-03-05,[NEW],,,
NdfEventView,C:\Windows\System32\NdfEventView.xml,2016-03-05,[NEW],,,
ndptsp,C:\Windows\System32\ndptsp.tsp,2016-03-05,[NEW],,,
net,C:\Windows\System32\net.exe,2016-03-05,[NEW],,,
net1,C:\Windows\System32\net1.exe,2016-03-05,[NEW],,,
netbtugc,C:\Windows\System32\netbtugc.exe,2016-03-05,[NEW],,,
netcfg,C:\Windows\System32\netcfg.exe,2016-03-05,[NEW],,,
netiougc,C:\Windows\System32\netiougc.exe,2016-03-05,[NEW],,,
Netplwiz,C:\Windows\System32\Netplwiz.exe,2016-03-05,[NEW],,,
NetProj,C:\Windows\System32\NetProj.exe,2016-03-05,[NEW],,,
netsh,C:\Windows\System32\netsh.exe,2016-03-05,[NEW],,,
NETSTAT,C:\Windows\System32\NETSTAT.EXE,2016-03-05,[NEW],,,
NetTrace.PLA.Diagnostics,C:\Windows\System32\NetTrace.PLA.Diagnostics.xml,2016-03-05,[NEW],,,
NetworkList,C:\Windows\System32\NetworkList,2016-03-05,[NEW],,,
Network_LLU,C:\Windows\System32\Network_LLU.log,2016-03-05,[NEW],,,
newdev,C:\Windows\System32\newdev.exe,2016-03-05,[NEW],,,
nl-NL,C:\Windows\System32\nl-NL,2016-03-05,[NEW],,,
nlsfunc,C:\Windows\System32\nlsfunc.exe,2016-03-05,[NEW],,,
nltest,C:\Windows\System32\nltest.exe,2016-03-05,[NEW],,,
NOISE,C:\Windows\System32\NOISE.CHS,2016-03-05,[NEW],,,
NOISE,C:\Windows\System32\NOISE.CHT,2016-03-05,[NEW],,,
NOISE,C:\Windows\System32\NOISE.DAT,2016-03-05,[NEW],,,
noise,C:\Windows\System32\noise.jpn,2016-03-05,[NEW],,,
noise,C:\Windows\System32\noise.kor,2016-03-05,[NEW],,,
NOISE,C:\Windows\System32\NOISE.THA,2016-03-05,[NEW],,,
normidna,C:\Windows\System32\normidna.nls,2016-03-05,[NEW],,,
normnfc,C:\Windows\System32\normnfc.nls,2016-03-05,[NEW],,,
normnfd,C:\Windows\System32\normnfd.nls,2016-03-05,[NEW],,,
normnfkc,C:\Windows\System32\normnfkc.nls,2016-03-05,[NEW],,,
normnfkd,C:\Windows\System32\normnfkd.nls,2016-03-05,[NEW],,,
notepad,C:\Windows\System32\notepad.exe,2016-03-05,[NEW],,,
nslookup,C:\Windows\System32\nslookup.exe,2016-03-05,[NEW],,,
NTDOS,C:\Windows\System32\NTDOS.SYS,2016-03-05,[NEW],,,
NTDOS404,C:\Windows\System32\NTDOS404.SYS,2016-03-05,[NEW],,,
NTDOS411,C:\Windows\System32\NTDOS411.SYS,2016-03-05,[NEW],,,
NTDOS412,C:\Windows\System32\NTDOS412.SYS,2016-03-05,[NEW],,,
NTDOS804,C:\Windows\System32\NTDOS804.SYS,2016-03-05,[NEW],,,
NTIO,C:\Windows\System32\NTIO.SYS,2016-03-05,[NEW],,,
NTIO404,C:\Windows\System32\NTIO404.SYS,2016-03-05,[NEW],,,
NTIO411,C:\Windows\System32\NTIO411.SYS,2016-03-05,[NEW],,,
NTIO412,C:\Windows\System32\NTIO412.SYS,2016-03-05,[NEW],,,
NTIO804,C:\Windows\System32\NTIO804.SYS,2016-03-05,[NEW],,,
ntkrnlpa,C:\Windows\System32\ntkrnlpa.exe,2016-03-05,[NEW],,,
ntoskrnl,C:\Windows\System32\ntoskrnl.exe,2016-03-05,[NEW],,,
ntprint,C:\Windows\System32\ntprint.exe,2016-03-05,[NEW],,,
ntvdm,C:\Windows\System32\ntvdm.exe,2016-03-05,[NEW],,,
ocsetup,C:\Windows\System32\ocsetup.exe,2016-03-05,[NEW],,,
odbcad32,C:\Windows\System32\odbcad32.exe,2016-03-05,[NEW],,,
odbcconf,C:\Windows\System32\odbcconf.exe,2016-03-05,[NEW],,,
odbcconf,C:\Windows\System32\odbcconf.rsp,2016-03-05,[NEW],,,
OEM,C:\Windows\System32\OEM,2016-03-05,[NEW],,,
oflc-nz,C:\Windows\System32\oflc-nz.rs,2016-03-05,[NEW],,,
oflc,C:\Windows\System32\oflc.rs,2016-03-05,[NEW],,,
OLESVR,C:\Windows\System32\OLESVR.DLL,2016-03-05,[NEW],,,
onlinesetup,C:\Windows\System32\onlinesetup.cmd,2016-03-05,[NEW],,,
oobe,C:\Windows\System32\oobe,2016-03-05,[NEW],,,
openfiles,C:\Windows\System32\openfiles.exe,2016-03-05,[NEW],,,
OptionalFeatures,C:\Windows\System32\OptionalFeatures.exe,2016-03-05,[NEW],,,
osk,C:\Windows\System32\osk.exe,2016-03-05,[NEW],,,
OxpsConverter,C:\Windows\System32\OxpsConverter.exe,2016-03-05,[NEW],,,
p2phost,C:\Windows\System32\p2phost.exe,2016-03-05,[NEW],,,
PATHPING,C:\Windows\System32\PATHPING.EXE,2016-03-05,[NEW],,,
pcalua,C:\Windows\System32\pcalua.exe,2016-03-05,[NEW],,,
pcaui,C:\Windows\System32\pcaui.exe,2016-03-05,[NEW],,,
pcawrk,C:\Windows\System32\pcawrk.exe,2016-03-05,[NEW],,,
pcl,C:\Windows\System32\pcl.sep,2016-03-05,[NEW],,,
pcwrun,C:\Windows\System32\pcwrun.exe,2016-03-05,[NEW],,,
pegi-fi,C:\Windows\System32\pegi-fi.rs,2016-03-05,[NEW],,,
pegi-pt,C:\Windows\System32\pegi-pt.rs,2016-03-05,[NEW],,,
pegi,C:\Windows\System32\pegi.rs,2016-03-05,[NEW],,,
pegibbfc,C:\Windows\System32\pegibbfc.rs,2016-03-05,[NEW],,,
perfc009,C:\Windows\System32\perfc009.dat,2016-03-05,[NEW],,,
PerfCenterCpl,C:\Windows\System32\PerfCenterCpl.ico,2016-03-05,[NEW],,,
perfd009,C:\Windows\System32\perfd009.dat,2016-03-05,[NEW],,,
perfh009,C:\Windows\System32\perfh009.dat,2016-03-05,[NEW],,,
perfi009,C:\Windows\System32\perfi009.dat,2016-03-05,[NEW],,,
perfmon,C:\Windows\System32\perfmon.exe,2016-03-05,[NEW],,,
perfmon,C:\Windows\System32\perfmon.msc,2016-03-05,[NEW],,,
PerfStringBackup,C:\Windows\System32\PerfStringBackup.INI,2016-03-05,[NEW],,,
phon,C:\Windows\System32\phon.ime,2016-03-05,[NEW],,,
PhotoScreensaver,C:\Windows\System32\PhotoScreensaver.scr,2016-03-05,[NEW],,,
PING,C:\Windows\System32\PING.EXE,2016-03-05,[NEW],,,
pintlgnt,C:\Windows\System32\pintlgnt.ime,2016-03-05,[NEW],,,
PkgMgr,C:\Windows\System32\PkgMgr.exe,2016-03-05,[NEW],,,
pl-PL,C:\Windows\System32\pl-PL,2016-03-05,[NEW],,,
plasrv,C:\Windows\System32\plasrv.exe,2016-03-05,[NEW],,,
PnPUnattend,C:\Windows\System32\PnPUnattend.exe,2016-03-05,[NEW],,,
PnPutil,C:\Windows\System32\PnPutil.exe,2016-03-05,[NEW],,,
poqexec,C:\Windows\System32\poqexec.exe,2016-03-05,[NEW],,,
powercfg,C:\Windows\System32\powercfg.cpl,2016-03-05,[NEW],,,
powercfg,C:\Windows\System32\powercfg.exe,2016-03-05,[NEW],,,
PresentationHost,C:\Windows\System32\PresentationHost.exe,2016-03-05,[NEW],,,
PresentationSettings,C:\Windows\System32\PresentationSettings.exe,2016-03-05,[NEW],,,
prevhost,C:\Windows\System32\prevhost.exe,2016-03-05,[NEW],,,
prfc0804,C:\Windows\System32\prfc0804.dat,2016-03-05,[NEW],,,
prfd0804,C:\Windows\System32\prfd0804.dat,2016-03-05,[NEW],,,
prfh0804,C:\Windows\System32\prfh0804.dat,2016-03-05,[NEW],,,
prfi0804,C:\Windows\System32\prfi0804.dat,2016-03-05,[NEW],,,
print,C:\Windows\System32\print.exe,2016-03-05,[NEW],,,
PrintBrmUi,C:\Windows\System32\PrintBrmUi.exe,2016-03-05,[NEW],,,
printfilterpipelinesvc,C:\Windows\System32\printfilterpipelinesvc.exe,2016-03-05,[NEW],,,
Printing_Admin_Scripts,C:\Windows\System32\Printing_Admin_Scripts,2016-03-05,[NEW],,,
PrintIsolationHost,C:\Windows\System32\PrintIsolationHost.exe,2016-03-05,[NEW],,,
printmanagement,C:\Windows\System32\printmanagement.msc,2016-03-05,[NEW],,,
printui,C:\Windows\System32\printui.exe,2016-03-05,[NEW],,,
proquota,C:\Windows\System32\proquota.exe,2016-03-05,[NEW],,,
pscript,C:\Windows\System32\pscript.sep,2016-03-05,[NEW],,,
PSHED,C:\Windows\System32\PSHED.DLL,2016-03-05,[NEW],,,
psisrndr,C:\Windows\System32\psisrndr.ax,2016-03-05,[NEW],,,
psr,C:\Windows\System32\psr.exe,2016-03-05,[NEW],,,
pt-BR,C:\Windows\System32\pt-BR,2016-03-05,[NEW],,,
pt-PT,C:\Windows\System32\pt-PT,2016-03-05,[NEW],,,
pub_store,C:\Windows\System32\pub_store.dat,2016-03-05,[NEW],,,
PushPrinterConnections,C:\Windows\System32\PushPrinterConnections.exe,2016-03-05,[NEW],,,
QAGENT,C:\Windows\System32\QAGENT.DLL,2016-03-05,[NEW],,,
QAGENTRT,C:\Windows\System32\QAGENTRT.DLL,2016-03-05,[NEW],,,
qappsrv,C:\Windows\System32\qappsrv.exe,2016-03-05,[NEW],,,
QCLIPROV,C:\Windows\System32\QCLIPROV.DLL,2016-03-05,[NEW],,,
qintlgnt,C:\Windows\System32\qintlgnt.ime,2016-03-05,[NEW],,,
qprocess,C:\Windows\System32\qprocess.exe,2016-03-05,[NEW],,,
QSHVHOST,C:\Windows\System32\QSHVHOST.DLL,2016-03-05,[NEW],,,
QSVRMGMT,C:\Windows\System32\QSVRMGMT.DLL,2016-03-05,[NEW],,,
query,C:\Windows\System32\query.exe,2016-03-05,[NEW],,,
quick,C:\Windows\System32\quick.ime,2016-03-05,[NEW],,,
quser,C:\Windows\System32\quser.exe,2016-03-05,[NEW],,,
QUTIL,C:\Windows\System32\QUTIL.DLL,2016-03-05,[NEW],,,
qwinsta,C:\Windows\System32\qwinsta.exe,2016-03-05,[NEW],,,
RacRules,C:\Windows\System32\RacRules.xml,2016-03-05,[NEW],,,
ras,C:\Windows\System32\ras,2016-03-05,[NEW],,,
rasautou,C:\Windows\System32\rasautou.exe,2016-03-05,[NEW],,,
rasctrnm,C:\Windows\System32\rasctrnm.h,2016-03-05,[NEW],,,
rasdial,C:\Windows\System32\rasdial.exe,2016-03-05,[NEW],,,
raserver,C:\Windows\System32\raserver.exe,2016-03-05,[NEW],,,
rasphone,C:\Windows\System32\rasphone.exe,2016-03-05,[NEW],,,
rdpclip,C:\Windows\System32\rdpclip.exe,2016-03-05,[NEW],,,
rdrleakdiag,C:\Windows\System32\rdrleakdiag.exe,2016-03-05,[NEW],,,
rdrmemptylst,C:\Windows\System32\rdrmemptylst.exe,2016-03-05,[NEW],,,
ReAgentc,C:\Windows\System32\ReAgentc.exe,2016-03-05,[NEW],,,
recdisc,C:\Windows\System32\recdisc.exe,2016-03-05,[NEW],,,
recover,C:\Windows\System32\recover.exe,2016-03-05,[NEW],,,
Recovery,C:\Windows\System32\Recovery,2016-03-05,[NEW],,,
redir,C:\Windows\System32\redir.exe,2016-03-05,[NEW],,,
reg,C:\Windows\System32\reg.exe,2016-03-05,[NEW],,,
regedt32,C:\Windows\System32\regedt32.exe,2016-03-05,[NEW],,,
regini,C:\Windows\System32\regini.exe,2016-03-05,[NEW],,,
RegisterIEPKEYs,C:\Windows\System32\RegisterIEPKEYs.exe,2016-03-05,[NEW],,,
regsvr32,C:\Windows\System32\regsvr32.exe,2016-03-05,[NEW],,,
rekeywiz,C:\Windows\System32\rekeywiz.exe,2016-03-05,[NEW],,,
relog,C:\Windows\System32\relog.exe,2016-03-05,[NEW],,,
RelPost,C:\Windows\System32\RelPost.exe,2016-03-05,[NEW],,,
remotesp,C:\Windows\System32\remotesp.tsp,2016-03-05,[NEW],,,
rendezvousSession,C:\Windows\System32\rendezvousSession.tlb,2016-03-05,[NEW],,,
repair-bde,C:\Windows\System32\repair-bde.exe,2016-03-05,[NEW],,,
replace,C:\Windows\System32\replace.exe,2016-03-05,[NEW],,,
RESAMPLEDMO,C:\Windows\System32\RESAMPLEDMO.DLL,2016-03-05,[NEW],,,
reset,C:\Windows\System32\reset.exe,2016-03-05,[NEW],,,
resmon,C:\Windows\System32\resmon.exe,2016-03-05,[NEW],,,
RestartManager,C:\Windows\System32\RestartManager.mof,2016-03-05,[NEW],,,
RestartManagerUninstall,C:\Windows\System32\RestartManagerUninstall.mof,2016-03-05,[NEW],,,
restore,C:\Windows\System32\restore,2016-03-05,[NEW],,,
Ribbons,C:\Windows\System32\Ribbons.scr,2016-03-05,[NEW],,,
RMActivate,C:\Windows\System32\RMActivate.exe,2016-03-05,[NEW],,,
RMActivate_isv,C:\Windows\System32\RMActivate_isv.exe,2016-03-05,[NEW],,,
RMActivate_ssp,C:\Windows\System32\RMActivate_ssp.exe,2016-03-05,[NEW],,,
RMActivate_ssp_isv,C:\Windows\System32\RMActivate_ssp_isv.exe,2016-03-05,[NEW],,,
RmClient,C:\Windows\System32\RmClient.exe,2016-03-05,[NEW],,,
ro-RO,C:\Windows\System32\ro-RO,2016-03-05,[NEW],,,
Robocopy,C:\Windows\System32\Robocopy.exe,2016-03-05,[NEW],,,
ROUTE,C:\Windows\System32\ROUTE.EXE,2016-03-05,[NEW],,,
RpcPing,C:\Windows\System32\RpcPing.exe,2016-03-05,[NEW],,,
rrinstaller,C:\Windows\System32\rrinstaller.exe,2016-03-05,[NEW],,,
rsop,C:\Windows\System32\rsop.msc,2016-03-05,[NEW],,,
rstrui,C:\Windows\System32\rstrui.exe,2016-03-05,[NEW],,,
ru-RU,C:\Windows\System32\ru-RU,2016-03-05,[NEW],,,
runas,C:\Windows\System32\runas.exe,2016-03-05,[NEW],,,
rundll32,C:\Windows\System32\rundll32.exe,2016-03-05,[NEW],,,
RunLegacyCPLElevated,C:\Windows\System32\RunLegacyCPLElevated.exe,2016-03-05,[NEW],,,
runonce,C:\Windows\System32\runonce.exe,2016-03-05,[NEW],,,
rwinsta,C:\Windows\System32\rwinsta.exe,2016-03-05,[NEW],,,
sbunattend,C:\Windows\System32\sbunattend.exe,2016-03-05,[NEW],,,
sc,C:\Windows\System32\sc.exe,2016-03-05,[NEW],,,
ScavengeSpace,C:\Windows\System32\ScavengeSpace.xml,2016-03-05,[NEW],,,
schtasks,C:\Windows\System32\schtasks.exe,2016-03-05,[NEW],,,
scrnsave,C:\Windows\System32\scrnsave.scr,2016-03-05,[NEW],,,
sdbinst,C:\Windows\System32\sdbinst.exe,2016-03-05,[NEW],,,
sdchange,C:\Windows\System32\sdchange.exe,2016-03-05,[NEW],,,
sdclt,C:\Windows\System32\sdclt.exe,2016-03-05,[NEW],,,
sdiagnhost,C:\Windows\System32\sdiagnhost.exe,2016-03-05,[NEW],,,
SearchFilterHost,C:\Windows\System32\SearchFilterHost.exe,2016-03-05,[NEW],,,
SearchIndexer,C:\Windows\System32\SearchIndexer.exe,2016-03-05,[NEW],,,
SearchProtocolHost,C:\Windows\System32\SearchProtocolHost.exe,2016-03-05,[NEW],,,
SecEdit,C:\Windows\System32\SecEdit.exe,2016-03-05,[NEW],,,
secinit,C:\Windows\System32\secinit.exe,2016-03-05,[NEW],,,
secpol,C:\Windows\System32\secpol.msc,2016-03-05,[NEW],,,
services,C:\Windows\System32\services.exe,2016-03-05,[NEW],,,
services,C:\Windows\System32\services.msc,2016-03-05,[NEW],,,
sethc,C:\Windows\System32\sethc.exe,2016-03-05,[NEW],,,
SetIEInstalledDate,C:\Windows\System32\SetIEInstalledDate.exe,2016-03-05,[NEW],,,
setspn,C:\Windows\System32\setspn.exe,2016-03-05,[NEW],,,
Setup,C:\Windows\System32\Setup,2016-03-05,[NEW],,,
setupcl,C:\Windows\System32\setupcl.exe,2016-03-05,[NEW],,,
setupSNK,C:\Windows\System32\setupSNK.exe,2016-03-05,[NEW],,,
setupugc,C:\Windows\System32\setupugc.exe,2016-03-05,[NEW],,,
setver,C:\Windows\System32\setver.exe,2016-03-05,[NEW],,,
setx,C:\Windows\System32\setx.exe,2016-03-05,[NEW],,,
sfc,C:\Windows\System32\sfc.exe,2016-03-05,[NEW],,,
shadow,C:\Windows\System32\shadow.exe,2016-03-05,[NEW],,,
share,C:\Windows\System32\share.exe,2016-03-05,[NEW],,,
SHELL,C:\Windows\System32\SHELL.DLL,2016-03-05,[NEW],,,
ShiftJIS,C:\Windows\System32\ShiftJIS.uce,2016-03-05,[NEW],,,
shrpubw,C:\Windows\System32\shrpubw.exe,2016-03-05,[NEW],,,
shutdown,C:\Windows\System32\shutdown.exe,2016-03-05,[NEW],,,
SignX_nb,C:\Windows\System32\SignX_nb.ocx,2016-03-05,[NEW],,,
sigverif,C:\Windows\System32\sigverif.exe,2016-03-05,[NEW],,,
simpdata,C:\Windows\System32\simpdata.tlb,2016-03-05,[NEW],,,
sk-SK,C:\Windows\System32\sk-SK,2016-03-05,[NEW],,,
sl-SI,C:\Windows\System32\sl-SI,2016-03-05,[NEW],,,
sld,C:\Windows\System32\sld.bmp,2016-03-05,[NEW],,,
slmgr,C:\Windows\System32\slmgr,2016-03-05,[NEW],,,
slmgr,C:\Windows\System32\slmgr.vbs,2016-03-05,[NEW],,,
slui,C:\Windows\System32\slui.exe,2016-03-05,[NEW],,,
SMI,C:\Windows\System32\SMI,2016-03-05,[NEW],,,
smss,C:\Windows\System32\smss.exe,2016-03-05,[NEW],,,
SndVol,C:\Windows\System32\SndVol.exe,2016-03-05,[NEW],,,
SnippingTool,C:\Windows\System32\SnippingTool.exe,2016-03-05,[NEW],,,
snmptrap,C:\Windows\System32\snmptrap.exe,2016-03-05,[NEW],,,
SogouPY,C:\Windows\System32\SogouPY.ime,2016-03-05,[NEW],,,
SogouTSF,C:\Windows\System32\SogouTSF.ime,2016-03-05,[NEW],,,
sort,C:\Windows\System32\sort.exe,2016-03-05,[NEW],,,
sound,C:\Windows\System32\sound.drv,2016-03-05,[NEW],,,
SoundRecorder,C:\Windows\System32\SoundRecorder.exe,2016-03-05,[NEW],,,
spcinstrumentation,C:\Windows\System32\spcinstrumentation.man,2016-03-05,[NEW],,,
Speech,C:\Windows\System32\Speech,2016-03-05,[NEW],,,
spinstall,C:\Windows\System32\spinstall.exe,2016-03-05,[NEW],,,
spool,C:\Windows\System32\spool,2016-03-05,[NEW],,,
spoolsv,C:\Windows\System32\spoolsv.exe,2016-03-05,[NEW],,,
spp,C:\Windows\System32\spp,2016-03-05,[NEW],,,
sppsvc,C:\Windows\System32\sppsvc.exe,2016-03-05,[NEW],,,
sppui,C:\Windows\System32\sppui,2016-03-05,[NEW],,,
spreview,C:\Windows\System32\spreview.exe,2016-03-05,[NEW],,,
sqlsrv32,C:\Windows\System32\sqlsrv32.rll,2016-03-05,[NEW],,,
